phylum	class	order	family	genus	names_to_use	SporeType	SporeVolume	spore_length	spore_width	SporeArea	Q_ratio
Ascomycota	Sordariomycetes	Microascales	Not assigned	Sphaeronaemella	Sphaeronaemella humicola	Meiospores	58.31581363226053	5.5	4.5	19.438604544086846	1.2222222222222223
Ascomycota	Sordariomycetes	Microascales	Not assigned	Sphaeronaemella	Sphaeronaemella humicola	Mitospores	287.9793265790643	22.0	5.0	86.39379797371932	4.4
Ascomycota	Sordariomycetes	Microascales	Not assigned	Sphaeronaemella	Sphaeronaemella spermosphaerici	Mitospores	160.77754903215262	17.0	4.25	56.74501730546564	4.0
Ascomycota	Sordariomycetes	Microascales	Not assigned	Sphaeronaemella	Sphaeronaemella subulata	Mitospores	17.812830345854128	10.5	1.8	14.844025288211775	5.833333333333333
Ascomycota	Sordariomycetes	Myrmecridiales	Not assigned	Myrmecridium	Myrmecridium flexuosum	Mitospores	82.7024266057513	7.8	4.5	27.567475535250434	1.7333333333333334
Ascomycota	Sordariomycetes	Myrmecridiales	Not assigned	Myrmecridium	Myrmecridium fluviae	Mitospores	62.53732876052182	9.75	3.5	26.801712325937924	2.7857142857142856
Ascomycota	Sordariomycetes	Myrmecridiales	Not assigned	Myrmecridium	Myrmecridium montsegurinum	Meiospores	222.529479629277	17.0	5.0	66.7588438887831	3.4
Ascomycota	Sordariomycetes	Myrmecridiales	Not assigned	Myrmecridium	Myrmecridium obovoideum	Mitospores	1.7671458676442584	1.5	1.5	1.7671458676442586	1.0
Ascomycota	Sordariomycetes	Myrmecridiales	Not assigned	Myrmecridium	Myrmecridium schulzeri	Mitospores	41.29253050260156	7.25	3.2375	18.712461867124293	2.223221255715401
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Apiospora	Apiospora siamicola	Meiospores	372.75733145621075	22.5	5.625	99.40195505498954	4.0
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Arthrinium	Arthrinium arundinis	Meiospores	1102.6990214100174	26.0	9.0	183.7831702350029	2.888888888888889
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Arthrinium	Arthrinium arundinis	Mitospores	91.96276182605934	5.975	5.075	24.54860134469149	1.2333333333333334
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Arthrinium	Arthrinium bambusae	Mitospores	779.311327631118	13.5	10.5	111.33018966158829	1.2857142857142858
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Arthrinium	Arthrinium camelliae-sinensis	Mitospores	531.6163818496477	11.25	9.5	83.93942871310229	1.1842105263157894
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Arthrinium	Arthrinium dichotomanthi	Mitospores	508.93800988154646	12.0	9.0	84.82300164692441	1.3333333333333333
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Arthrinium	Arthrinium gaoyouense	Mitospores	143.7933137486828	6.5	6.5	33.18307240354219	1.0
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Arthrinium	Arthrinium guizhouense	Mitospores	98.99289351155338	6.25	5.5	26.998061866787285	1.1363636363636365
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Arthrinium	Arthrinium gutiae	Mitospores	83.97477163045518	5.5	5.4	23.326325452904218	1.0185185185185184
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Arthrinium	Arthrinium hydei	Mitospores	3053.6280592892786	18.0	18.0	254.46900494077323	1.0
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Arthrinium	Arthrinium jatrophae	Mitospores	167.42158277661156	6.6425	6.182499999999999	34.925890563075214	1.087285933880361
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Arthrinium	Arthrinium jiangxiense	Mitospores	350.7702734965166	8.75	8.75	60.132046885117134	1.0
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Arthrinium	Arthrinium kogelbergense	Mitospores	301.59289474462014	9.0	8.0	56.548667764616276	1.125
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Arthrinium	Arthrinium longistromum	Meiospores	395.9715740462135	25.0	5.5	107.99224746714914	4.545454545454546
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Arthrinium	Arthrinium malaysianum	Mitospores	22.44929750377706	3.5	3.5	9.62112750161874	1.0
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Arthrinium	Arthrinium muelleri	Mitospores	742.2012644105886	17.5	9.0	123.70021073509811	1.9444444444444444
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Arthrinium	Arthrinium obovatum	Mitospores	1361.1522857838588	13.75	13.75	148.48934026733008	1.0
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Arthrinium	Arthrinium ovatum	Mitospores	3591.3640018287315	19.0	19.0	283.5287369864788	1.0
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Arthrinium	Arthrinium phaeospermum	Mitospores	343.6007881785587	9.916666666666666	7.916666666666667	61.55558105627501	1.3333333333333335
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Arthrinium	Arthrinium phragmites	Meiospores	828.7914119251573	23.25	8.25	150.60009783146072	2.8216911764705883
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Arthrinium	Arthrinium phragmites	Mitospores	523.5987755982989	10.0	10.0	78.53981633974483	1.0
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Arthrinium	Arthrinium phragmitis	Meiospores	828.7914119251573	23.25	8.25	150.60009783146072	2.8216911764705883
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Arthrinium	Arthrinium phragmitis	Mitospores	523.5987755982989	10.0	10.0	78.53981633974483	1.0
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Arthrinium	Arthrinium pseudoparenchymaticum	Mitospores	3340.568369548015	20.25	17.75	282.3015523561703	1.1408450704225352
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Arthrinium	Arthrinium pseudosinense	Meiospores	955.044166691297	28.5	8.0	179.0707812546182	3.5625
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Arthrinium	Arthrinium pseudosinense	Mitospores	340.4701038327938	9.0	8.5	60.082959499904796	1.0588235294117647
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Arthrinium	Arthrinium pseudospegazzinii	Mitospores	268.082573106329	8.0	8.0	50.26548245743669	1.0
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Arthrinium	Arthrinium qinlingense	Mitospores	143.7933137486828	6.5	6.5	33.18307240354219	1.0
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Arthrinium	Arthrinium rasikravindrae	Mitospores	445.4680208019902	12.5	8.25	80.99418560036186	1.5151515151515151
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Arthrinium	Arthrinium rasikravindrii	Mitospores	445.4680208019902	12.5	8.25	80.99418560036186	1.5151515151515151
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Arthrinium	Arthrinium subroseum	Mitospores	1206.7315531367044	14.75	12.5	144.80778637640452	1.18
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Arthrinium	Arthrinium thailandicum	Meiospores	1430.275505393703	26.0	10.25	209.30861054541995	2.5365853658536586
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Arthrinium	Arthrinium thailandicum	Mitospores	154.85433788319688	7.0	6.5	35.735616434583896	1.0769230769230769
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Arthrinium	Arthrinium urticae	Mitospores	77.47481643017788	5.4	5.225	22.17964413434394	1.0345454545454544
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Arthrinium	Arthrinium xenocordella	Mitospores	448.92050022859144	9.5	9.5	70.8821842466197	1.0
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Arthrinium	Arthrinium yunnanum	Meiospores	1701.6960206944711	32.5	10.0	255.25440310417068	3.25
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Arthrinium	Arthrinium yunnanum	Mitospores	4723.580904213103	22.0	20.25	349.89488179356323	1.0864197530864197
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Cordella	Cordella clarkii	Mitospores	1436.7550402417319	14.0	14.0	153.93804002589985	1.0
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Dictyoarthrinium	Dictyoarthrinium rabaulense	Mitospores	3591.3640018287315	19.0	19.0	283.5287369864788	1.0
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Dictyoarthrinium	Dictyoarthrinium sacchari	Mitospores	904.7786842338603	12.0	12.0	113.09733552923255	1.0
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Dictyoarthrinium	Dictyoarthrinium synnematicum	Mitospores	65449.84694978735	50.0	50.0	1963.4954084936207	1.0
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Endocalyx	Endocalyx cinctus	Mitospores	602.1385919380436	11.5	10.0	90.32078879070656	1.15
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Endocalyx	Endocalyx melanoxanthus	Mitospores	1120.8286290151084	13.7	12.5	134.499435481813	1.0959999999999999
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Hyptopteris	Hyptopteris apiospora	Meiospores	4401.404032602774	25.25	16.75	327.6092089071606	1.9444444444444444
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Hyptopteris	Hyptopteris apiospora	Mitospores	98.92335304916922	5.875	5.25	25.255459691749195	1.1666666666666665
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Pteroconium	Pteroconium intermedium	Mitospores	2524.950375567677	17.5	16.6	228.15816646695873	1.0542168674698795
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Spegazzinia	Spegazzinia flabellata	Mitospores	942.4777960769379	12.5	12.0	117.80972450961724	1.0416666666666667
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Spegazzinia	Spegazzinia intermedia	Mitospores	6370.6263027045015	23.0	23.0	415.4756284372501	1.0
Ascomycota	Sordariomycetes	Not assigned	Apiosporaceae	Spegazzinia	Spegazzinia parkeri	Mitospores	8681.987647736241	25.5	25.5	510.70515574919074	1.0
Ascomycota	Sordariomycetes	Not assigned	Cephalothecaceae	Cryptendoxyla	Cryptendoxyla hypophloia	Mitospores	6.814965313646608	4.25	1.75	5.841398840268521	2.4285714285714284
Ascomycota	Sordariomycetes	Not assigned	Cephalothecaceae	Phialemonium	Phialemonium atrogriseum	Mitospores	8.262585028482006	4.15	1.95	6.355834637293851	2.1282051282051286
Ascomycota	Sordariomycetes	Not assigned	Cephalothecaceae	Phialemonium	Phialemonium globosum	Mitospores	47.28751442122136	5.0	4.25	16.689710972195776	1.1764705882352942
Ascomycota	Sordariomycetes	Not assigned	Cephalothecaceae	Phialemonium	Phialemonium inflatum	Mitospores	13.604797886064498	4.0	2.54	7.999280294203011	1.5738033395176252
Ascomycota	Sordariomycetes	Not assigned	Cephalothecaceae	Phialemonium	Phialemonium obovatum	Mitospores	1767.1458676442585	15.0	15.0	176.71458676442586	1.0
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Ascotaiwania	Ascotaiwania fusiformis	Mitospores	8421.628156569988	34.0	21.75	580.801941832413	1.5632183908045978
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Atractospora	Atractospora decumbens	Meiospores	487.4704600820162	19.0	7.0	104.45795573186062	2.7142857142857144
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Atractospora	Atractospora reticulata	Meiospores	559.5961914206819	19.0	7.5	111.91923828413638	2.533333333333333
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Atractospora	Atractospora verruculosa	Meiospores	464.56301364959063	21.0	6.5	107.2068493037517	3.230769230769231
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Barbatosphaeria	Barbatosphaeria barbirostris	Meiospores	6.65134069627214	5.25	1.5	6.332272692391927	3.5142857142857142
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Barbatosphaeria	Barbatosphaeria barbirostris	Mitospores	3.7838192767845813	4.625	1.25	4.540583132141498	3.7
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Barbatosphaeria	Barbatosphaeria hippocrepida	Meiospores	1.8056303776507339	2.85	1.1	2.4622232422510004	2.590909090909091
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Ceratolenta	Ceratolenta caudata	Meiospores	278.03094984269666	14.75	6.0	69.50773746067418	2.4583333333333335
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Ceratostomella	Ceratostomella bacillatum	Meiospores	2014.5462891144548	190.0	4.5	671.5154297048183	42.22222222222222
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Ceratostomella	Ceratostomella cuspidata	Meiospores	16.794954326091037	4.4	2.7	9.330530181161688	1.6296296296296298
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Ceratostomella	Ceratostomella piceiperda	Meiospores	14.726215563702155	4.5	2.5	8.835729338221293	1.8
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Ceratostomella	Ceratostomella piceiperda	Mitospores	9.42477796076938	4.5	2.0	7.0685834705770345	2.25
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Ceratostomella	Ceratostomella pyrenaica	Meiospores	41.26063071469715	8.2	3.1	19.964821313563135	2.6451612903225805
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Ceratostomella	Ceratostomella rhynchophora	Meiospores	61.96058470920029	6.4	4.3	21.614157456697775	1.488372093023256
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Ceratostomella	Ceratostomella rostrata	Meiospores	9.218250968719325	5.275	1.825	7.56240256581318	2.8947368421052633
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Chlamydocillium	Chlamydocillium	Mitospores	23.27429282457913	5.25	2.675	11.515900570815086	2.0733590733590734
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Chlamydocillium	Chlamydocillium cyanophilum	Mitospores	23.27429282457913	5.25	2.675	11.515900570815086	2.0733590733590734
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Chlorocillium	Chlorocillium griseum	Mitospores	3.221359654559846	3.9375	1.25	3.8656315854718155	3.15
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Custingophora	Custingophora blanchettei	Meiospores	24.519148913564088	9.25	2.25	16.346099275709392	4.111111111111111
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Custingophora	Custingophora blanchettei	Mitospores	48.30198704894307	10.25	3.0	24.150993524471534	3.4166666666666665
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Custingophora	Custingophora ratnagiriensis	Mitospores	21.205750411731103	4.5	3.0	10.602875205865551	1.5
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Digicatenosporium	Digicatenosporium polyramosum	Mitospores	18808.64976719514	47.5	27.5	1025.9263509379168	1.7272727272727273
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Dinemasporium	Dinemasporium ambiguum	Mitospores	37.69911184307752	8.0	3.0	18.84955592153876	2.6666666666666665
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Dinemasporium	Dinemasporium americana	Mitospores	49.49644675577669	12.5	2.75	26.998061866787285	4.545454545454546
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Dinemasporium	Dinemasporium asetulum	Mitospores	12.828170002158322	8.0	1.75	10.995574287564276	4.571428571428571
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Dinemasporium	Dinemasporium asetulus	Mitospores	12.828170002158322	8.0	1.75	10.995574287564276	4.571428571428571
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Dinemasporium	Dinemasporium bambusicola	Mitospores	63.61725123519331	13.5	3.0	31.808625617596654	4.5
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Dinemasporium	Dinemasporium fusiforme	Mitospores	44.76769531365455	9.5	3.0	22.383847656827275	3.1666666666666665
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Dinemasporium	Dinemasporium ipomoeae	Mitospores	37.69911184307752	8.0	3.0	18.84955592153876	2.6666666666666665
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Dinemasporium	Dinemasporium iriomotense	Mitospores	24.543692606170257	7.5	2.5	14.726215563702155	3.0
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Dinemasporium	Dinemasporium japonicum	Mitospores	32.72492347489368	10.0	2.5	19.634954084936208	4.0
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Dinemasporium	Dinemasporium ligongense	Mitospores	9.583951988551265	7.15	1.6	8.984954989266809	4.46875
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Dinemasporium	Dinemasporium morbidum	Mitospores	51.47630462600775	13.0	2.75	28.077984341458777	4.7272727272727275
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Dinemasporium	Dinemasporium nelloi	Mitospores	70.68583470577035	15.0	3.0	35.34291735288517	5.0
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Dinemasporium	Dinemasporium neottiosporioides	Mitospores	8.15367648315756	4.55	1.85	6.611089040398022	2.459459459459459
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Dinemasporium	Dinemasporium neottiosporoides	Mitospores	8.15367648315756	4.55	1.85	6.611089040398022	2.459459459459459
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Dinemasporium	Dinemasporium parastrigosum	Mitospores	34.36116964863836	10.5	2.5	20.61670178918302	4.2
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Dinemasporium	Dinemasporium polygonum	Mitospores	35.99741582238304	11.0	2.5	21.59844949342983	4.4
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Dinemasporium	Dinemasporium pseudodecipiens	Mitospores	24.543692606170257	7.5	2.5	14.726215563702155	3.0
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Dinemasporium	Dinemasporium pseudoindicum	Mitospores	70.55493501187077	11.0	3.5	30.23782929080176	3.142857142857143
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Dinemasporium	Dinemasporium pseudostrigosum	Mitospores	49.49644675577669	12.5	2.75	26.998061866787285	4.545454545454546
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Dinemasporium	Dinemasporium rishiriense	Mitospores	40.088031256744756	12.25	2.5	24.052818754046854	4.9
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Dinemasporium	Dinemasporium sasae	Mitospores	21.27120025868089	6.5	2.5	12.762720155208534	2.6
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Dinemasporium	Dinemasporium sinense	Mitospores	8.111199532487149	8.5	1.35	9.01244392498572	6.296296296296296
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Dinemasporium	Dinemasporium trichophoricola	Mitospores	39.59715740462135	10.0	2.75	21.59844949342983	3.6363636363636362
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Ellisembia	Ellisembia artocarpi	Mitospores	1912320.9585617452	154.0	154.0	18626.502843133883	1.0
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Ellisembia	Ellisembia bambusicola	Mitospores	8086.164966028853	95.0	12.75	951.3135254151592	7.450980392156863
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Ellisembia	Ellisembia brachypus	Mitospores	31756.822063735897	39.25	39.25	1211.1821427292898	1.0
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Ellisembia	Ellisembia britannica	Mitospores	5051.0919383498385	350.0	5.25	1443.169125242811	66.66666666666667
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Ellisembia	Ellisembia delavayae	Mitospores	33510.32163829113	40.0	40.0	1256.6370614359173	1.0
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Ellisembia	Ellisembia flagelliformis	Mitospores	696909.9703213357	110.0	110.0	9503.317777109125	1.0
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Ellisembia	Ellisembia folliculata	Mitospores	10.889218286270872	2.75	2.75	5.939573610693203	1.0
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Ellisembia	Ellisembia gelatinosa	Mitospores	14.137166941154067	3.0	3.0	7.0685834705770345	1.0
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Ellisembia	Ellisembia hainanensis	Mitospores	3267.452709274234	54.0	10.75	455.9236338522187	5.023255813953488
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Ellisembia	Ellisembia henanensis	Mitospores	715.6940763959246	30.0	6.75	159.04312808798326	4.444444444444445
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Ellisembia	Ellisembia heritierae	Mitospores	3447.1616265366124	37.5	13.25	390.2447124381071	2.830188679245283
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Ellisembia	Ellisembia ilicis	Mitospores	959.9031633288491	13.6	11.399999999999999	121.76813125314037	1.2391304347826089
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Ellisembia	Ellisembia karadkensis	Mitospores	13428.33200871848	233.75	10.425	1920.1021599659116	22.41751269035533
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Ellisembia	Ellisembia lichenicola	Mitospores	1060.287520586555	25.0	9.0	176.71458676442586	2.7777777777777777
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Ellisembia	Ellisembia longchiensis	Mitospores	183470.38541642984	70.5	70.5	3903.6252216261673	1.0
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Ellisembia	Ellisembia magnibrachypus	Mitospores	109019.0246660974	59.0	59.0	2746.5373774008767	1.0
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Ellisembia	Ellisembia maungatautari	Mitospores	606131.0326019806	105.0	105.0	8659.014751456867	1.0
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Ellisembia	Ellisembia mercadoi	Mitospores	11021.68877649724	115.5	13.5	1224.6320862774712	8.555555555555555
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Ellisembia	Ellisembia minigelatinosa	Mitospores	1590.3658310328829	42.5	8.333333333333334	279.92899540424054	5.154946189001917
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Ellisembia	Ellisembia ochnae	Mitospores	448920.50022859144	95.0	95.0	7088.218424661971	1.0
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Ellisembia	Ellisembia phoebes	Mitospores	99541.03597975784	57.5	57.5	2596.7226777328133	1.0
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Ellisembia	Ellisembia photiniae	Mitospores	1177097.6950335552	131.0	131.0	13478.217882063609	1.0
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Ellisembia	Ellisembia pistaciae	Mitospores	99541.03597975784	57.5	57.5	2596.7226777328133	1.0
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Ellisembia	Ellisembia podocarpi	Mitospores	1436755.040241732	140.0	140.0	15393.804002589986	1.0
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Ellisembia	Ellisembia pruni	Mitospores	150532.55358940852	66.0	66.0	3421.194399759285	1.0
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Ellisembia	Ellisembia pseudokaradkensis	Mitospores	780849.3417658219	114.25	114.25	10251.851314212105	1.0
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Ellisembia	Ellisembia sapii	Mitospores	2460611.539769862	167.5	167.5	22035.327221819658	1.0
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Ellisembia	Ellisembia schimae	Mitospores	1391066.6619310346	138.5	138.5	15065.703919830703	1.0
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Ellisembia	Ellisembia tarennae	Mitospores	50808.17077172867	45.833333333333336	45.833333333333336	1654.2448816558754	1.0
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Endoxylina	Endoxylina rufula	Meiospores	78.84873961734782	11.0	3.7	31.965705250276148	2.972972972972973
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Fantasmomyces	Fantasmomyces hyalinus	Mitospores	29.129272508089734	11.75	2.125	20.0521968592411	5.423611111111111
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Flammispora	Flammispora pulchra	Meiospores	291.57906816130264	27.5	4.5	97.19302272043423	6.111111111111111
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Hanliniomyces	Hanliniomyces hyaloapicalis	Meiospores	1847.2564803107982	32.0	10.5	263.89378290154264	3.0476190476190474
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Hilberina	Hilberina aff moseri	Meiospores	461.81412007769956	50.0	4.2	164.93361431346415	11.904761904761905
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Hilberina	Hilberina aff munkii	Meiospores	217.8170906488923	26.0	4.0	81.68140899333463	6.5
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Hilberina	Hilberina breviseta	Meiospores	210.15945855576717	38.0	3.25	96.99667317958486	11.692307692307692
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Hilberina	Hilberina cf caudata	Meiospores	397.9350694547071	47.5	4.0	149.22565104551518	11.875
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Hilberina	Hilberina cristata	Meiospores	1262.9202467430966	67.0	6.0	315.7300616857742	11.166666666666666
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Hilberina	Hilberina elegans	Meiospores	797.4245727744717	67.5	4.75	251.81828613930685	14.210526315789474
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Hilberina	Hilberina foliicola	Meiospores	383.2513962915224	42.5	4.15	138.52460106922496	10.240963855421686
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Hilberina	Hilberina meznaensis	Meiospores	1096.8085351845364	76.0	5.25	313.37386719558185	14.476190476190476
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Hilberina	Hilberina moseri	Meiospores	458.68888988584723	48.5	4.25	161.89019643029903	11.411764705882353
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Hilberina	Hilberina punctata	Meiospores	401.665710730845	34.0	4.75	126.8418033886879	7.157894736842105
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Hilberina	Hilberina rhynchospora	Meiospores	279.01269754694346	43.5	3.5	119.5768703772615	12.428571428571429
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Hilberina	Hilberina robusta	Meiospores	1099.2792669068908	63.5	5.75	286.7685044104933	11.043478260869565
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Hilberina	Hilberina sphagnorum	Meiospores	936.4564101575575	36.5	7.0	200.66923074804802	5.214285714285714
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Hilberina	Hilberina vandervekenii	Meiospores	179.59438003021648	7.0	7.0	38.48451000647496	1.0
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Immersisphaeria	Immersisphaeria eichleriana	Meiospores	59.480820907966745	7.1	4.0	22.30530784048753	1.775
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Immersisphaeria	Immersisphaeria eichleriana	Mitospores	11.776260061981338	5.1	2.1	8.411614329986671	2.4285714285714284
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Juncigena	Juncigena fruticosae	Mitospores	1949.816390481115	15.5	15.5	188.69190875623696	1.0
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Koorchaloma	Koorchaloma novojournalis	Mitospores	293.018964794198	18.5	5.5	79.91426312569037	3.3636363636363638
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Koorchaloma	Koorchaloma scutiae	Mitospores	35.91364001828732	19.0	1.9	28.352873698647883	10.0
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Leptosporella	Leptosporella bambusae	Meiospores	499.0550829921286	152.5	2.5	299.43304979527716	61.0
Ascomycota	Sordariomycetes	Not assigned	Not assigned	Leptosporella	Leptosporella gregaria	Meiospores	170.1696020694471	52.0	2.5	102.10176124166827	20.8
